monthly_txn_volume,avg_txn_size,business_tenure_months,iot_device_uptime_pct,payment_consistency_score,industry_sector,monthly_revenue,num_employees,credit_approved,credit_limit,risk_tier
107,7647.61,138,100.0,0.4243,fnb,262617.71,94,0,50000,HIGH
426,22044.15,131,84.13,0.2891,services,500000.0,123,1,348857,MEDIUM
196,30784.14,187,81.33,0.9541,logistics,500000.0,31,1,374288,LOW
256,4219.03,76,85.51,0.7051,retail,500000.0,55,1,341577,MEDIUM
230,44126.7,177,85.15,0.742,logistics,500000.0,153,1,383009,LOW
298,40190.0,59,90.86,0.3177,services,500000.0,200,0,50000,HIGH
310,25285.08,31,83.25,0.5171,retail,500000.0,30,1,356430,MEDIUM
102,48357.97,93,95.99,0.8606,tech,500000.0,36,0,50000,HIGH
342,20917.16,69,97.17,0.7785,retail,500000.0,50,1,384968,LOW
290,49206.31,190,81.8,0.4924,services,500000.0,142,1,343349,LOW
339,33412.6,52,87.06,0.605,retail,500000.0,29,0,50000,HIGH
351,31751.83,89,87.82,0.8485,retail,500000.0,155,1,407612,LOW
439,8339.45,127,90.68,0.2777,logistics,500000.0,117,1,362943,MEDIUM
451,44102.29,169,100.0,0.2722,logistics,500000.0,178,1,406379,LOW
486,21403.11,31,100.0,0.9861,retail,500000.0,36,1,407201,LOW
312,8153.56,213,100.0,0.2461,manufacturing,500000.0,162,1,354790,LOW
253,679.75,84,73.85,0.6983,logistics,288656.45,21,1,250249,MEDIUM
170,28009.8,231,84.61,0.5018,logistics,500000.0,38,1,374773,MEDIUM
485,26393.61,127,100.0,0.2894,services,500000.0,75,1,409337,LOW
476,35981.71,150,77.59,0.4495,logistics,500000.0,178,0,50000,HIGH
339,44518.39,132,100.0,0.5952,services,500000.0,126,1,380224,MEDIUM
34,4016.36,13,93.18,0.4029,manufacturing,183343.18,37,1,168358,HIGH
251,36588.25,45,93.47,0.7554,tech,500000.0,120,1,380446,MEDIUM
110,9411.23,127,81.76,0.746,fnb,368821.58,147,1,293493,MEDIUM
55,42915.94,170,88.39,0.6491,retail,500000.0,118,1,344975,MEDIUM
85,40962.22,114,100.0,0.4303,fnb,500000.0,1,1,368701,MEDIUM
137,27062.65,177,91.62,0.693,retail,500000.0,168,1,392891,LOW
289,35526.63,20,88.44,0.333,fnb,500000.0,55,0,50000,HIGH
392,15751.79,205,95.25,0.2241,manufacturing,500000.0,154,1,403090,LOW
142,23584.84,81,90.46,0.6341,services,500000.0,171,1,382923,MEDIUM
188,41090.76,182,94.76,0.6706,fnb,500000.0,59,1,374231,LOW
405,22990.3,164,85.2,0.3992,fnb,500000.0,51,1,393069,MEDIUM
334,17922.02,225,91.38,0.7903,retail,500000.0,107,1,386363,LOW
277,24735.91,129,86.87,0.7593,services,500000.0,143,1,382464,LOW
344,41421.05,143,77.57,0.812,manufacturing,500000.0,8,1,408001,LOW
476,16793.64,205,95.86,0.7533,retail,500000.0,94,1,409536,LOW
73,8729.39,17,82.13,0.8148,tech,217228.34,142,0,50000,HIGH
38,35615.1,152,90.68,0.8376,services,489482.14,97,1,354784,MEDIUM
266,41307.61,58,99.41,0.4101,tech,500000.0,7,1,327007,MEDIUM
57,5076.84,72,80.02,0.4775,retail,217601.86,18,1,177185,HIGH
454,12031.71,219,96.84,0.2098,logistics,500000.0,12,1,385045,MEDIUM
209,7141.5,109,89.6,0.7662,manufacturing,500000.0,2,1,370796,LOW
130,17429.67,23,84.27,0.7728,logistics,500000.0,178,0,50000,HIGH
239,22545.03,174,100.0,0.4802,manufacturing,500000.0,93,1,404860,LOW
47,37453.88,72,92.0,0.3013,tech,500000.0,149,0,50000,HIGH
244,32574.82,8,87.46,0.6259,manufacturing,500000.0,7,0,50000,HIGH
463,31065.38,59,85.76,0.3393,logistics,500000.0,12,0,50000,HIGH
375,17651.13,218,99.05,0.4863,logistics,500000.0,84,1,397785,LOW
115,42080.31,111,87.1,0.5743,manufacturing,500000.0,57,1,343278,MEDIUM
253,23590.79,187,98.05,0.3121,services,500000.0,78,0,50000,HIGH
155,48956.29,13,91.98,0.7523,fnb,500000.0,74,1,352512,MEDIUM
187,31725.4,167,100.0,0.756,logistics,500000.0,23,1,393010,LOW
340,6356.92,229,83.66,0.7699,services,500000.0,30,1,407174,LOW
99,33825.07,156,84.78,0.7381,manufacturing,500000.0,111,1,350956,MEDIUM
463,16288.95,217,89.75,0.5645,retail,500000.0,58,1,420383,LOW
378,34332.04,189,90.42,0.4173,services,500000.0,95,0,50000,HIGH
404,3528.58,16,89.16,0.6715,manufacturing,500000.0,52,0,50000,HIGH
12,8785.33,119,100.0,0.5492,services,209562.33,56,0,50000,HIGH
392,42794.08,2,100.0,0.4844,services,500000.0,10,1,367953,MEDIUM
364,11397.62,210,94.39,0.6044,fnb,500000.0,147,1,428819,LOW
392,41860.2,145,95.34,0.3597,fnb,500000.0,147,1,382093,LOW
188,13999.84,30,90.11,0.3701,manufacturing,500000.0,108,0,50000,HIGH
285,32161.95,103,83.6,0.741,fnb,500000.0,87,0,50000,HIGH
199,34722.82,13,90.54,0.878,manufacturing,500000.0,187,1,366142,MEDIUM
356,25657.1,96,98.17,0.5518,services,500000.0,172,1,378552,LOW
199,15300.27,221,100.0,0.2871,tech,500000.0,187,1,378373,LOW
159,10671.59,238,99.97,0.6325,retail,500000.0,84,0,50000,HIGH
97,1707.81,94,79.92,0.8492,retail,58807.02,4,1,111774,MEDIUM
164,15232.12,82,89.69,0.5542,services,500000.0,97,0,50000,HIGH
438,32675.48,13,80.25,0.7005,services,500000.0,112,0,50000,HIGH
65,46918.33,171,100.0,0.6089,retail,500000.0,193,0,50000,HIGH
126,43566.66,213,88.7,0.6363,logistics,500000.0,141,0,50000,HIGH
55,38314.94,94,91.62,0.2775,services,500000.0,67,0,50000,HIGH
407,39432.94,149,95.84,0.5667,fnb,500000.0,140,1,385953,LOW
281,33266.0,112,100.0,0.3591,fnb,500000.0,93,1,390774,LOW
9,13051.33,55,94.15,0.7796,logistics,79192.49,183,1,123069,MEDIUM
470,45364.39,81,90.09,0.4401,retail,500000.0,189,1,367817,LOW
96,33553.08,168,82.07,0.6428,retail,500000.0,95,1,350777,MEDIUM
174,28044.01,211,100.0,0.6803,retail,500000.0,41,1,377478,LOW
321,5593.92,116,90.55,0.5576,manufacturing,500000.0,164,1,390893,MEDIUM
26,22380.42,143,100.0,0.6072,logistics,277719.91,2,0,50000,HIGH
409,23044.9,201,100.0,0.252,fnb,500000.0,22,1,404335,LOW
330,43234.95,180,88.3,0.8279,retail,500000.0,150,1,412270,LOW
5,27355.08,202,80.86,0.0946,retail,292908.19,41,0,50000,HIGH
137,19051.01,108,94.18,0.8757,manufacturing,500000.0,95,1,429773,LOW
237,48841.18,223,87.08,0.3832,fnb,500000.0,116,1,395022,MEDIUM
16,5580.49,53,92.31,0.6382,logistics,44256.22,120,0,50000,HIGH
350,21156.29,215,100.0,0.7984,retail,500000.0,14,1,387347,LOW
50,2149.13,128,78.77,0.5808,retail,247500.28,93,0,50000,HIGH
38,37008.21,180,94.12,0.5468,retail,500000.0,35,1,371780,MEDIUM
437,45907.92,158,98.08,0.4746,logistics,500000.0,178,1,356594,LOW
82,14037.86,161,98.46,0.6106,manufacturing,500000.0,9,0,50000,HIGH
222,42924.17,57,81.09,0.7601,tech,500000.0,118,1,359912,LOW
305,14646.3,52,95.35,0.4203,fnb,500000.0,96,0,50000,HIGH
415,45542.97,137,100.0,0.6805,retail,500000.0,59,1,370055,MEDIUM
77,37710.4,182,94.75,0.8854,services,500000.0,56,1,363909,MEDIUM
286,40255.09,111,91.07,0.9269,services,500000.0,10,0,50000,HIGH
253,949.43,1,100.0,0.8903,services,254477.2,25,0,50000,HIGH
51,48142.38,44,86.45,0.831,fnb,500000.0,173,1,374925,MEDIUM
125,36347.22,227,79.76,0.8623,retail,500000.0,11,1,419926,LOW
218,15272.32,75,90.4,0.6795,retail,500000.0,101,1,362811,MEDIUM
243,41478.26,98,96.28,0.3065,manufacturing,500000.0,9,1,360039,MEDIUM
60,14111.98,208,100.0,0.7224,services,295284.78,135,1,272887,LOW
354,43644.05,9,96.24,0.7116,logistics,500000.0,71,0,50000,HIGH
111,5673.39,32,98.69,0.3089,fnb,245806.18,162,0,50000,HIGH
323,35199.11,15,100.0,0.2238,logistics,500000.0,83,1,357109,MEDIUM
52,27057.89,140,89.28,0.4427,services,452023.71,20,1,345058,MEDIUM
65,4871.9,225,90.82,0.5348,retail,276074.82,114,0,50000,HIGH
341,12132.6,237,100.0,0.7072,tech,500000.0,89,1,413605,LOW
30,669.58,206,82.32,0.7779,services,69707.37,5,0,50000,HIGH
296,23464.96,185,95.43,0.401,manufacturing,500000.0,112,1,371513,LOW
261,15098.2,136,86.27,0.3195,manufacturing,500000.0,55,1,381020,MEDIUM
12,29937.96,72,100.0,0.6725,fnb,239590.89,89,1,182857,MEDIUM
117,14897.03,155,91.86,0.544,manufacturing,500000.0,15,1,384309,MEDIUM
359,15030.96,190,92.06,0.8778,logistics,500000.0,176,1,395836,LOW
257,37172.5,12,100.0,0.689,fnb,500000.0,4,1,353989,MEDIUM
184,2454.73,65,83.39,0.5752,manufacturing,326992.03,78,0,50000,HIGH
211,45149.61,107,93.73,0.8574,logistics,500000.0,120,1,412852,LOW
307,42620.58,232,90.56,0.4343,retail,500000.0,113,1,411127,LOW
131,33406.84,42,96.26,0.9489,fnb,500000.0,21,1,397802,MEDIUM
60,29681.42,190,100.0,0.3141,retail,500000.0,137,1,344278,MEDIUM
218,44620.51,115,87.16,0.5873,manufacturing,500000.0,66,1,350006,MEDIUM
18,9307.24,139,82.42,0.4794,logistics,184124.35,107,1,185472,MEDIUM
478,3994.51,103,85.53,0.8153,manufacturing,500000.0,163,1,388668,LOW
32,12013.53,171,90.14,0.5712,retail,160927.36,112,1,182851,MEDIUM
475,39739.19,95,92.51,0.4105,services,500000.0,117,1,396264,LOW
82,1781.78,17,92.92,0.6114,logistics,245957.29,179,1,207326,HIGH
220,29161.2,225,100.0,0.4763,fnb,500000.0,128,1,398078,LOW
390,49772.1,160,100.0,0.3804,logistics,500000.0,102,0,50000,HIGH
369,42792.02,221,100.0,0.9355,logistics,500000.0,78,1,427818,LOW
158,26096.21,213,100.0,0.5634,retail,500000.0,37,1,375597,LOW
18,3228.86,85,98.59,0.7267,fnb,52298.52,6,0,50000,HIGH
191,41577.11,168,100.0,0.7955,services,500000.0,82,1,402153,LOW
316,29968.98,151,98.44,0.7228,manufacturing,500000.0,86,1,363296,LOW
375,5790.9,56,97.13,0.8435,logistics,500000.0,82,1,360534,MEDIUM
11,4738.17,134,95.16,0.5905,manufacturing,270481.45,51,0,50000,HIGH
7,45485.86,86,88.83,0.3317,fnb,285795.95,66,1,210905,HIGH
115,33476.55,178,82.03,0.3952,retail,500000.0,96,1,367877,MEDIUM
411,41472.88,102,90.95,0.4738,logistics,500000.0,145,1,388456,LOW
242,43955.0,165,96.53,0.4763,retail,500000.0,65,1,401832,LOW
367,28610.03,237,92.58,0.2682,manufacturing,500000.0,9,1,369349,LOW
243,25896.45,192,83.48,0.7354,retail,500000.0,141,1,377923,LOW
497,21549.85,54,90.67,0.686,retail,500000.0,101,1,374453,LOW
278,15881.48,200,90.26,0.5041,fnb,500000.0,186,1,386022,LOW
298,21758.07,233,91.5,0.6467,fnb,500000.0,158,1,392708,LOW
231,38705.29,177,95.93,0.3514,manufacturing,500000.0,31,1,374361,MEDIUM
375,30116.08,227,97.65,0.251,retail,500000.0,151,1,379599,MEDIUM
19,44631.54,115,88.0,0.739,tech,326783.14,63,1,273731,MEDIUM
196,22196.83,139,99.85,0.837,services,500000.0,156,1,390434,LOW
477,30374.12,88,100.0,0.4797,services,500000.0,59,1,414654,LOW
123,31583.81,49,94.56,0.717,services,500000.0,10,0,50000,HIGH
489,29605.27,149,97.32,0.7339,services,500000.0,89,1,381648,LOW
32,35146.56,115,99.87,0.881,retail,500000.0,124,1,372206,MEDIUM
206,11909.8,194,83.22,0.3937,tech,500000.0,100,1,368939,MEDIUM
43,25642.57,63,100.0,0.3338,services,372456.32,90,1,288000,MEDIUM
445,5256.03,104,85.68,0.6205,retail,500000.0,26,0,50000,HIGH
277,19256.34,83,86.46,0.1235,services,500000.0,77,0,50000,HIGH
235,24408.97,103,93.57,0.7131,services,500000.0,17,0,50000,HIGH
90,32628.6,156,74.85,0.4731,retail,500000.0,168,1,379192,MEDIUM
478,47529.03,17,93.4,0.6862,tech,500000.0,68,1,358958,MEDIUM
130,30052.52,6,99.85,0.67,retail,500000.0,23,1,355744,MEDIUM
304,37192.52,147,78.83,0.8266,services,500000.0,163,0,50000,HIGH
29,25337.99,184,100.0,0.6158,tech,385490.25,9,1,286395,MEDIUM
149,31723.5,230,86.41,0.4205,fnb,500000.0,45,1,361369,MEDIUM
17,3593.06,28,93.65,0.2095,fnb,193906.75,165,0,50000,HIGH
216,12756.86,194,87.57,0.7759,retail,500000.0,197,1,379248,LOW
29,18124.56,38,96.58,0.2594,retail,344315.69,147,0,50000,HIGH
72,23651.04,119,100.0,0.5294,retail,500000.0,75,1,398542,MEDIUM
398,2330.15,37,97.18,0.5381,logistics,296978.15,27,1,245353,MEDIUM
71,7044.2,115,91.97,0.8099,logistics,362436.59,141,0,50000,HIGH
237,13876.87,68,88.19,0.4869,manufacturing,500000.0,185,0,50000,HIGH
113,48578.06,214,91.45,0.6544,fnb,500000.0,188,1,413243,LOW
150,16600.78,218,97.25,0.2875,logistics,500000.0,140,1,377549,LOW
115,24127.95,177,97.52,0.3914,services,500000.0,9,1,391377,MEDIUM
232,9845.08,43,96.41,0.9488,fnb,500000.0,92,1,357916,MEDIUM
115,30558.46,164,81.74,0.7704,services,500000.0,77,1,377614,LOW
474,14070.13,58,91.82,0.7823,retail,500000.0,84,1,385116,LOW
38,10389.28,13,86.93,0.2141,tech,352639.51,77,0,50000,HIGH
115,25852.8,52,97.32,0.7196,manufacturing,500000.0,155,0,50000,HIGH
268,325.01,58,85.88,0.3934,manufacturing,146761.05,191,1,182250,MEDIUM
428,432.82,32,95.62,0.4894,manufacturing,317306.39,29,0,50000,HIGH
373,10992.49,209,89.74,0.9007,manufacturing,500000.0,150,1,411786,LOW
240,1884.23,105,76.97,0.5954,retail,295397.53,73,1,265212,MEDIUM
87,5445.89,228,99.45,0.3694,services,347714.3,88,0,50000,HIGH
46,16976.09,188,91.8,0.7022,logistics,302732.44,106,1,276499,MEDIUM
429,40139.15,238,100.0,0.9425,retail,500000.0,147,1,426304,LOW
105,28623.83,83,78.68,0.5506,tech,500000.0,38,1,345812,MEDIUM
10,25657.75,186,89.67,0.5021,services,303915.16,95,1,255253,MEDIUM
184,14709.77,99,90.27,0.1731,fnb,500000.0,39,0,50000,HIGH
286,46591.1,238,94.16,0.4018,services,500000.0,143,1,388067,LOW
324,19880.9,104,81.4,0.3883,logistics,500000.0,54,1,369144,MEDIUM
230,4400.28,184,96.35,0.7324,services,386886.17,160,1,343999,LOW
447,30872.47,28,100.0,0.6029,manufacturing,500000.0,110,0,50000,HIGH
444,5736.23,129,95.8,0.2699,services,500000.0,112,1,366996,MEDIUM
319,17293.9,170,92.74,0.943,manufacturing,500000.0,174,1,381817,LOW
369,25395.23,210,80.98,0.6736,retail,500000.0,189,1,397993,LOW
458,43717.42,48,85.81,0.405,retail,500000.0,52,1,388386,MEDIUM
233,24702.65,40,91.55,0.9017,retail,500000.0,162,1,399231,LOW
381,35127.83,97,87.76,0.8657,fnb,500000.0,35,1,371704,MEDIUM
293,49641.2,191,100.0,0.6049,fnb,500000.0,198,1,400536,LOW
441,6617.88,204,96.27,0.5073,manufacturing,500000.0,37,1,408707,LOW
154,13772.84,200,100.0,0.7446,services,500000.0,78,1,383039,LOW
281,19759.07,216,84.15,0.5822,retail,500000.0,61,1,369661,LOW
202,21120.32,208,92.26,0.9476,retail,500000.0,111,1,397300,LOW
74,20580.5,114,80.93,0.8687,retail,500000.0,114,1,381008,MEDIUM
116,45385.17,132,74.22,0.5317,fnb,500000.0,177,1,375831,MEDIUM
8,35715.93,166,97.78,0.8459,retail,268071.96,9,0,50000,HIGH
354,30414.87,236,95.97,0.5598,services,500000.0,19,1,387181,LOW
335,15503.17,155,85.16,0.4311,fnb,500000.0,121,1,389483,MEDIUM
450,41198.33,137,92.74,0.4787,services,500000.0,105,1,362950,MEDIUM
322,47755.27,111,86.97,0.2979,manufacturing,500000.0,156,0,50000,HIGH
354,41068.85,144,88.05,0.5219,fnb,500000.0,80,1,400061,LOW
99,128.18,184,89.44,0.3924,retail,193039.9,26,1,189170,HIGH
156,31838.25,76,84.83,0.3954,fnb,500000.0,166,1,343921,MEDIUM
315,2604.21,31,86.27,0.4409,retail,262145.36,40,1,231797,MEDIUM
141,12917.48,216,86.49,0.7971,retail,500000.0,25,1,417117,LOW
251,3023.26,119,95.38,0.6278,logistics,442508.66,99,0,50000,HIGH
391,30209.58,142,69.81,0.882,fnb,500000.0,118,1,378315,LOW
247,34345.17,237,90.18,0.2675,tech,500000.0,69,1,365975,MEDIUM
35,5768.66,25,83.3,0.6023,retail,265790.99,71,0,50000,HIGH
44,19222.75,34,83.59,0.1373,logistics,433298.9,151,0,50000,HIGH
233,22839.01,67,87.79,0.756,manufacturing,500000.0,89,1,383118,LOW
40,18484.2,152,91.89,0.3544,fnb,278075.22,65,1,227861,MEDIUM
412,6095.2,118,90.28,0.4789,fnb,500000.0,150,1,408063,LOW
227,20976.44,234,83.49,0.8763,services,500000.0,64,1,381958,LOW
10,37571.34,73,97.77,0.7308,logistics,189167.97,196,1,167286,MEDIUM
326,3596.83,26,84.78,0.909,fnb,500000.0,58,1,358602,MEDIUM
472,4054.99,148,86.12,0.6218,retail,500000.0,156,1,380391,MEDIUM
224,17770.83,192,94.28,0.4957,fnb,500000.0,112,1,385862,LOW
79,47089.2,104,94.56,0.7271,retail,500000.0,123,1,350678,MEDIUM
8,33445.2,10,87.11,0.7739,tech,196839.25,97,1,161269,HIGH
339,33949.56,211,68.51,0.9021,manufacturing,500000.0,196,1,418044,LOW
138,18127.9,67,84.92,0.6528,retail,500000.0,106,1,361365,MEDIUM
122,29703.36,152,93.3,0.7475,fnb,500000.0,4,1,382054,MEDIUM
373,556.05,5,97.51,0.2505,retail,140197.69,129,0,50000,HIGH
98,31823.0,195,91.37,0.411,logistics,500000.0,26,0,50000,HIGH
490,45668.68,186,88.17,0.6114,tech,500000.0,33,1,436085,LOW
439,30648.04,27,100.0,0.7882,retail,500000.0,27,1,365865,MEDIUM
66,43691.24,208,89.02,0.3673,services,500000.0,42,1,361927,MEDIUM
445,36212.45,113,96.9,0.5719,tech,500000.0,197,1,382169,LOW
198,6071.89,15,81.32,0.6031,retail,500000.0,71,1,379318,MEDIUM
339,45127.54,163,83.28,0.4742,fnb,500000.0,64,1,388527,LOW
207,3368.87,204,97.18,0.7903,fnb,426431.16,25,1,338539,MEDIUM
396,26721.68,105,100.0,0.7305,retail,500000.0,72,0,50000,HIGH
30,7149.75,181,88.88,0.2024,retail,227145.45,105,1,223321,MEDIUM
439,634.75,44,77.21,0.4651,tech,282672.08,132,1,260006,MEDIUM
177,21130.61,26,90.66,0.7107,services,500000.0,12,1,369193,MEDIUM
304,14787.28,175,93.52,0.736,fnb,500000.0,58,1,383158,LOW
137,24325.72,162,92.79,0.7314,fnb,500000.0,95,1,409269,LOW
330,28881.13,215,87.49,0.7258,manufacturing,500000.0,139,1,424946,LOW
414,2234.77,95,90.78,0.7332,fnb,500000.0,101,1,380886,LOW
122,6194.01,178,86.0,0.4556,fnb,304360.94,108,0,50000,HIGH
328,27954.19,84,83.11,0.6381,retail,500000.0,59,1,360522,MEDIUM
279,17191.21,140,98.05,0.6177,manufacturing,500000.0,117,1,385834,LOW
216,36472.22,215,92.78,0.3284,retail,500000.0,164,1,388061,LOW
229,32631.97,132,90.79,0.9333,retail,500000.0,109,1,415864,LOW
24,42287.94,87,87.94,0.5715,services,328368.89,22,1,237600,MEDIUM
117,34640.02,176,90.56,0.6919,retail,500000.0,65,1,357615,MEDIUM
144,21525.06,183,93.28,0.8259,tech,500000.0,50,1,373396,LOW
51,33664.68,112,100.0,0.6475,manufacturing,500000.0,4,0,50000,HIGH
5,13805.29,129,97.24,0.8758,retail,63849.47,200,1,120210,MEDIUM
94,15350.36,89,86.67,0.8468,retail,488223.15,180,1,373125,MEDIUM
146,39459.81,66,86.75,0.3215,services,500000.0,102,0,50000,HIGH
324,22348.65,158,85.51,0.8483,fnb,500000.0,43,0,50000,HIGH
42,39929.1,131,90.4,0.4339,logistics,500000.0,105,0,50000,HIGH
297,41130.0,122,85.5,0.787,services,500000.0,174,1,378947,LOW
386,42885.24,149,95.8,0.7454,services,500000.0,4,1,398279,LOW
143,45835.93,217,70.85,0.5077,tech,500000.0,141,1,365572,LOW
360,21577.71,84,96.28,0.683,fnb,500000.0,166,1,399487,MEDIUM
337,15977.4,177,94.2,0.5076,fnb,500000.0,173,1,363873,MEDIUM
495,29130.83,116,100.0,0.3864,manufacturing,500000.0,153,1,372132,MEDIUM
263,18590.06,214,99.01,0.7974,logistics,500000.0,67,1,396835,LOW
165,30073.65,213,86.53,0.5965,manufacturing,500000.0,55,1,368043,LOW
394,35294.01,190,98.11,0.4158,manufacturing,500000.0,96,1,372333,LOW
182,34435.83,225,90.66,0.5072,fnb,500000.0,167,1,376311,LOW
14,18758.92,116,76.53,0.9221,services,171595.21,65,1,188111,MEDIUM
265,8384.67,38,93.27,0.4481,retail,500000.0,75,1,333597,MEDIUM
411,21554.94,143,87.01,0.6478,manufacturing,500000.0,130,1,407223,LOW
142,7172.58,110,92.0,0.5927,fnb,387454.57,197,1,309350,MEDIUM
176,44510.35,180,100.0,0.9017,retail,500000.0,120,1,380739,LOW
390,17326.58,207,93.8,0.6818,tech,500000.0,86,1,420523,LOW
17,7765.26,46,83.86,0.7288,fnb,220419.64,62,0,50000,HIGH
172,1321.12,25,99.72,0.5597,retail,76212.37,174,1,125998,MEDIUM
134,32308.83,21,94.9,0.9694,fnb,500000.0,112,1,357638,MEDIUM
88,31863.27,216,82.92,0.8596,fnb,500000.0,159,1,373943,LOW
325,17063.18,121,79.15,0.4933,services,500000.0,163,0,50000,HIGH
323,3632.01,122,84.18,0.4071,retail,500000.0,126,1,371253,MEDIUM
105,20510.96,133,98.69,0.8324,retail,500000.0,173,1,389473,LOW
333,15595.31,70,89.59,0.4031,fnb,500000.0,77,1,356683,MEDIUM
277,33872.18,113,92.65,0.5784,fnb,500000.0,182,0,50000,HIGH
269,30308.67,107,81.29,0.6798,retail,500000.0,199,1,355519,LOW
463,18261.46,112,98.91,0.439,fnb,500000.0,197,1,378928,LOW
403,10933.73,108,75.88,0.4371,fnb,500000.0,122,1,354010,MEDIUM
412,49402.4,47,86.76,0.5823,retail,500000.0,157,1,357803,MEDIUM
42,22727.38,215,95.35,0.3022,logistics,402984.69,200,1,304476,MEDIUM
423,34429.3,196,83.02,0.7318,logistics,500000.0,8,1,409071,LOW
98,7070.62,91,96.91,0.829,retail,399596.24,54,0,50000,HIGH
99,24305.21,18,85.05,0.7204,retail,500000.0,135,1,352984,MEDIUM
309,1425.46,149,82.19,0.4318,services,366452.35,83,0,50000,HIGH
73,25297.48,220,100.0,0.4432,manufacturing,500000.0,103,1,370966,LOW
322,48202.67,227,93.23,0.7774,tech,500000.0,151,1,412158,LOW
448,19241.13,214,96.15,0.4415,fnb,500000.0,100,1,391464,LOW
240,1997.85,104,100.0,0.7359,manufacturing,295410.72,32,1,254103,MEDIUM
438,1596.24,151,71.05,0.6006,logistics,208119.95,62,1,234367,LOW
338,19429.94,192,97.08,0.3676,services,500000.0,173,1,385869,LOW
377,8043.25,195,85.91,0.5306,retail,500000.0,196,1,403801,LOW
380,1216.44,40,86.97,0.7821,fnb,190203.8,30,0,50000,HIGH
463,37822.87,138,95.5,0.5533,retail,500000.0,106,1,380483,LOW
141,22953.22,89,89.1,0.6636,retail,500000.0,39,1,369842,MEDIUM
422,14497.78,180,96.76,0.7881,logistics,500000.0,133,1,427125,LOW
80,45009.15,200,91.67,0.7142,fnb,500000.0,195,1,378343,LOW
487,5851.14,203,93.35,0.7706,retail,500000.0,22,1,397310,LOW
39,47798.15,61,88.08,0.4079,logistics,500000.0,156,0,50000,HIGH
5,15732.64,192,83.48,0.9479,services,213600.9,150,0,50000,HIGH
300,44425.76,5,86.08,0.7757,fnb,500000.0,128,1,391132,LOW
324,30167.0,122,91.18,0.883,fnb,500000.0,29,1,388224,LOW
410,41344.03,237,100.0,0.5415,fnb,500000.0,171,1,424734,LOW
64,49201.46,181,100.0,0.8056,retail,500000.0,42,1,382597,LOW
324,14455.85,55,86.77,0.5785,logistics,500000.0,60,1,355753,MEDIUM
353,48058.72,37,92.48,0.9022,retail,500000.0,119,1,374481,LOW
332,19504.62,56,89.7,0.835,services,500000.0,77,1,347930,MEDIUM
271,19306.32,187,93.04,0.915,retail,500000.0,199,1,402918,LOW
365,17052.34,237,94.07,0.6041,tech,500000.0,196,1,422626,LOW
233,27093.31,102,96.22,0.592,manufacturing,500000.0,187,1,363095,MEDIUM
274,7749.54,93,68.79,0.3523,tech,500000.0,96,1,352769,MEDIUM
320,27707.89,197,94.93,0.755,fnb,500000.0,86,1,409389,LOW
290,27108.16,73,88.81,0.5825,logistics,500000.0,112,1,382457,LOW
295,38107.0,59,86.36,0.4304,logistics,500000.0,84,0,50000,HIGH
217,41690.82,240,98.35,0.8128,manufacturing,500000.0,6,1,396931,LOW
169,22050.05,2,100.0,0.8051,retail,500000.0,73,1,348447,MEDIUM
9,15151.55,193,97.51,0.1519,retail,288642.3,156,0,50000,HIGH
343,13003.78,104,87.85,0.3705,retail,500000.0,77,0,50000,HIGH
383,9771.46,188,83.39,0.8311,retail,500000.0,31,1,415867,LOW
82,2929.5,51,67.95,0.5597,manufacturing,287264.08,39,0,50000,HIGH
414,17155.28,30,93.46,0.6205,services,500000.0,50,1,372614,MEDIUM
66,13548.87,11,96.63,0.6616,services,462012.15,78,1,313731,MEDIUM
136,48322.55,220,91.19,0.6039,fnb,500000.0,126,1,391425,LOW
93,27907.56,108,99.47,0.5684,retail,500000.0,165,1,356107,MEDIUM
241,17396.49,76,81.44,0.645,retail,500000.0,109,1,396044,LOW
46,29044.36,167,90.63,0.8243,fnb,500000.0,88,1,357615,MEDIUM
93,7002.88,90,90.0,0.728,manufacturing,405091.47,200,0,50000,HIGH
406,22229.99,205,91.12,0.0962,fnb,500000.0,15,1,361551,MEDIUM
300,31330.4,123,100.0,0.4076,manufacturing,500000.0,51,1,354680,MEDIUM
332,24470.45,200,91.16,0.5363,services,500000.0,198,1,389422,LOW
299,20118.85,191,89.64,0.621,logistics,500000.0,23,1,377621,LOW
108,49692.73,192,84.51,0.4193,fnb,500000.0,153,1,392769,LOW
18,44021.72,189,100.0,0.4738,services,408839.48,174,1,330327,MEDIUM
292,31189.13,125,80.55,0.4772,retail,500000.0,151,0,50000,HIGH
183,28490.4,182,87.58,0.4694,fnb,500000.0,10,1,384791,MEDIUM
129,31051.99,220,100.0,0.6652,services,500000.0,73,0,50000,HIGH
426,10105.54,122,95.75,0.8373,manufacturing,500000.0,113,1,392850,LOW
357,19787.13,94,91.84,0.2487,retail,500000.0,77,0,50000,HIGH
27,2021.0,201,92.17,0.567,retail,57454.61,32,0,50000,HIGH
67,23803.52,103,84.43,0.8212,manufacturing,475559.99,113,0,50000,HIGH
147,27174.08,223,91.45,0.5776,fnb,500000.0,179,0,50000,HIGH
485,11426.1,186,89.2,0.8258,services,500000.0,169,1,424698,LOW
157,48203.24,213,93.44,0.7366,logistics,500000.0,65,1,375132,MEDIUM
149,45477.26,184,79.95,0.6301,services,500000.0,193,1,349802,MEDIUM
